10156;0.00;0.00;0.00;0.00;0.00
10163;2.00;5.00;6.00;8.00;10.00
10185;2.00;5.00;6.00;7.00;10.00
10195;0.00;0.00;0.00;0.00;0.00
10196;0.00;0.00;0.00;0.00;9.50
10203;0.00;0.00;0.00;2.00;5.00
10222;2.00;5.00;6.00;8.00;5.00
10223;2.00;4.00;5.00;6.00;5.00
10249;0.00;0.00;0.00;0.00;0.00
10272;0.00;2.00;3.00;4.00;0.00
10314;2.00;5.00;6.00;7.00;8.00
10324;2.00;5.00;8.00;10.00;0.00
10326;2.00;5.00;6.00;8.00;5.00
10349;2.00;5.00;6.00;7.00;10.00
10434;0.00;0.00;0.00;0.00;0.00
10445;2.00;5.00;6.00;8.00;0.00
10447;0.00;0.00;0.00;0.00;0.00
10462;0.00;2.00;2.00;2.00;6.90
10515;0.00;0.00;0.00;0.00;0.00
10575;2.00;4.00;4.00;6.00;0.00
10587;0.00;0.00;0.00;0.00;0.00
10597;0.00;0.00;0.00;0.00;0.00
10671;0.00;2.00;4.00;6.00;5.00
10708;0.00;0.00;0.00;0.00;0.00
10736;0.00;0.00;0.00;0.00;0.00
10749;0.00;0.00;0.00;0.00;0.00
10752;0.00;0.00;0.00;0.00;0.00
10764;0.00;0.00;0.00;0.00;0.00
10790;0.00;0.00;0.00;0.00;0.00
10791;0.00;0.00;0.00;0.00;1.00
10797;0.00;0.00;0.00;0.00;0.00
10868;2.00;5.00;6.00;7.00;5.00
10872;0.00;0.00;0.00;0.00;0.00
10885;0.00;0.00;0.00;0.00;0.00
10909;2.00;5.00;6.00;8.00;13.00
10915;0.00;0.00;0.00;0.00;0.00
10936;2.00;2.00;2.00;2.00;0.00
10939;2.00;4.00;6.00;8.00;0.00
10968;0.00;0.00;0.00;0.00;0.00
11000;0.00;0.00;0.00;0.00;0.00
11001;2.00;5.00;6.00;8.00;10.00
11019;5.00;5.00;6.00;8.00;0.00
11039;2.00;5.00;5.00;5.00;0.00
11042;5.00;8.00;12.00;12.00;5.00
11056;0.00;0.00;0.00;0.00;0.00
11060;0.00;0.00;0.00;0.00;0.00
11069;2.00;5.00;6.00;8.00;9.00
11090;2.00;5.00;6.00;7.00;3.00
11117;0.00;2.00;4.00;6.00;10.00
11132;0.00;0.00;0.00;0.00;0.00
11144;0.00;0.00;0.00;0.00;0.00
11161;2.00;5.00;6.00;8.00;0.00
11200;2.00;8.00;9.00;10.00;10.00
11215;0.00;0.00;0.00;0.00;0.00
11216;0.00;2.00;2.00;4.00;0.00
11221;0.00;0.00;0.00;0.00;0.00
11226;0.00;0.00;0.00;0.00;0.00
11227;2.00;5.00;5.00;5.00;0.00
11245;2.00;5.00;6.00;8.00;10.00
11268;0.00;0.00;0.00;0.00;0.00
11276;2.00;5.00;6.00;8.00;10.00
11281;0.00;0.00;0.00;0.00;0.00
11301;0.00;0.00;0.00;0.00;0.00
11321;0.00;0.00;0.00;0.00;0.00
11343;0.00;0.00;0.00;0.00;0.00
11344;0.00;0.00;0.00;0.00;0.00
11350;2.00;5.00;6.00;8.00;0.00
11356;2.00;5.00;6.00;8.00;5.00
11371;0.00;0.00;0.00;0.00;0.00
11385;2.00;5.00;6.00;6.00;13.00
11396;0.00;0.00;0.00;0.00;0.00
11407;0.00;0.00;0.00;0.00;0.00
11408;5.00;8.00;10.00;15.00;25.00
11415;2.00;5.00;6.00;7.00;0.00
11417;0.00;0.00;0.00;0.00;0.00
11482;0.00;2.00;4.00;6.00;7.00
11488;0.00;0.00;0.00;0.00;0.00
11500;0.00;0.00;0.00;0.00;0.00
11511;0.00;0.00;0.00;0.00;0.00
11513;0.00;0.00;0.00;0.00;0.00
11514;2.00;5.00;8.00;9.00;10.00
11582;0.00;0.00;0.00;0.00;0.00
11606;0.00;2.00;2.00;2.00;0.00
11655;2.00;5.00;6.00;8.00;10.00
11659;0.00;0.00;0.00;0.00;0.00
11683;0.00;0.00;0.00;0.00;0.00
11707;2.00;5.00;6.00;8.00;10.00
11733;0.00;0.00;0.00;0.00;0.00
11747;0.00;0.00;0.00;0.00;0.00
11748;5.00;5.00;5.00;5.00;0.00
11751;5.00;5.00;6.00;8.00;0.00
11753;0.00;0.00;0.00;0.00;0.00
11798;0.00;0.00;0.00;0.00;0.00
11801;2.00;5.00;6.00;8.00;9.00
11810;2.00;8.00;10.00;12.00;0.00
11836;2.00;5.00;6.00;8.00;9.00
11869;0.00;0.00;0.00;0.00;0.00
11870;0.00;0.00;0.00;0.00;0.00
11871;0.00;0.00;0.00;0.00;0.00
11879;0.00;0.00;0.00;0.00;0.00
11882;2.00;5.00;6.00;8.00;8.00
11883;5.00;8.00;9.00;10.00;15.00
11886;0.00;0.00;0.00;0.00;0.00
11901;0.00;0.00;0.00;0.00;9.00
11913;5.00;5.00;5.00;5.00;1.00
11919;0.00;0.00;0.00;0.00;0.00
11940;0.00;0.00;0.00;0.00;8.00
11969;0.00;0.00;0.00;0.00;0.00
12000;0.00;0.00;0.00;0.00;10.00
12015;0.00;0.00;0.00;0.00;0.00
12025;2.00;8.00;10.00;12.00;15.00
12035;0.00;0.00;0.00;0.00;0.00
12085;0.00;0.00;0.00;0.00;0.00
12099;0.00;0.00;0.00;0.00;0.00
12106;0.00;0.00;0.00;0.00;0.00
12144;2.00;4.00;6.00;8.00;10.00
12158;0.00;0.00;0.00;0.00;0.00
12185;0.00;0.00;0.00;0.00;0.00
12186;0.00;0.00;0.00;0.00;0.00
12216;2.00;5.00;5.00;5.00;0.00
12238;0.00;0.00;0.00;0.00;0.00
12239;0.00;2.00;4.00;6.00;0.00
12264;0.00;0.00;0.00;0.00;0.00
12267;0.00;0.00;0.00;0.00;0.00
12276;0.00;1.00;2.00;3.00;0.00
12279;0.00;0.00;0.00;0.00;0.00
12349;2.00;5.00;5.00;5.00;0.00
12363;0.00;0.00;0.00;0.00;0.00
12399;0.00;0.00;0.00;0.00;0.00
12409;2.00;5.00;6.00;8.00;0.00
12410;0.00;0.00;0.00;0.00;0.00
12445;0.00;0.00;0.00;0.00;0.00
12485;5.00;5.00;5.00;5.00;0.00
12504;0.00;0.00;0.00;0.00;0.00
12539;0.00;0.00;0.00;0.00;0.00
12553;0.00;0.00;0.00;0.00;0.00
12568;0.00;0.00;0.00;0.00;0.00
12581;0.00;0.00;0.00;0.00;0.00
12594;5.00;10.00;12.00;14.00;0.00
12598;0.00;0.00;0.00;0.00;0.00
12631;0.00;0.00;0.00;0.00;0.00
12635;0.00;0.00;0.00;0.00;0.00
12645;0.00;0.00;0.00;0.00;0.00
12750;0.00;0.00;0.00;0.00;0.00
12778;2.00;5.00;5.00;5.00;10.00
12784;0.00;0.00;0.00;0.00;0.00
12788;0.00;0.00;0.00;0.00;0.00
12845;0.00;0.00;0.00;0.00;0.00
12869;0.00;0.00;0.00;0.00;0.00
12896;0.00;0.00;0.00;0.00;0.00
12899;2.00;5.00;6.00;8.00;10.00
12946;0.00;0.00;0.00;0.00;0.00
12950;0.00;0.00;0.00;0.00;0.00
12961;2.00;5.00;5.00;5.00;0.00
12978;0.00;0.00;0.00;0.00;0.00
12983;0.00;0.00;0.00;0.00;0.00
12995;0.00;0.00;0.00;0.00;0.00
13018;5.00;5.00;5.00;5.00;7.00
13033;0.00;0.00;0.00;0.00;5.00
13088;0.00;0.00;0.00;0.00;0.00
13143;5.00;10.00;12.00;14.00;19.00
13151;0.00;0.00;0.00;0.00;0.00
13162;0.00;0.00;0.00;0.00;0.00
13173;2.00;5.00;6.00;7.00;12.00
13182;0.00;0.00;0.00;0.00;0.00
13190;0.00;0.00;0.00;0.00;0.00
13201;0.00;0.00;0.00;0.00;0.00
13209;0.00;0.00;0.00;0.00;0.00
13225;0.00;0.00;0.00;0.00;0.00
13227;0.00;0.00;0.00;0.00;0.00
13285;0.00;0.00;0.00;0.00;0.00
13295;5.00;8.00;10.00;12.00;0.00
13301;0.00;0.00;0.00;0.00;0.00
13318;2.00;7.00;8.00;10.00;15.00
13321;0.00;0.00;0.00;0.00;0.00
13329;0.00;0.00;0.00;0.00;0.00
13336;0.00;0.00;0.00;0.00;0.00
13340;0.00;0.00;0.00;0.00;0.00
13350;2.00;5.00;8.00;10.00;7.00
13360;0.00;0.00;0.00;0.00;0.00
13365;0.00;0.00;0.00;0.00;0.00
13440;0.00;0.00;0.00;0.00;0.00
13476;0.00;0.00;0.00;0.00;0.00
13496;0.00;0.00;0.00;0.00;5.00
13508;2.00;5.00;6.00;7.00;0.00
13513;2.00;7.00;8.00;10.00;15.00
13526;0.00;0.00;0.00;0.00;0.00
13534;0.00;0.00;0.00;0.00;0.00
13536;2.00;5.00;6.00;7.00;0.00
13550;0.00;0.00;0.00;0.00;0.00
13559;2.00;5.00;6.00;8.00;10.00
13561;0.00;0.00;0.00;0.00;0.00
13563;0.00;0.00;0.00;0.00;0.00
13564;0.00;0.00;0.00;0.00;0.00
13568;2.00;5.00;6.00;8.00;8.00
13569;2.00;5.00;6.00;8.00;10.00
13571;0.00;0.00;0.00;0.00;0.00
13576;0.00;0.00;0.00;0.00;0.00
13583;0.00;0.00;0.00;0.00;0.00
13597;0.00;0.00;0.00;0.00;0.00
13602;0.00;0.00;0.00;0.00;0.00
13604;0.00;0.00;0.00;0.00;0.00
13606;0.00;0.00;0.00;0.00;0.00
13608;5.00;8.00;10.00;12.00;17.00
13614;5.00;5.00;5.00;5.00;0.00
13616;0.00;0.00;0.00;0.00;8.00
13650;0.00;0.00;0.00;0.00;0.00
13656;0.00;0.00;0.00;0.00;0.00
13665;5.00;5.00;5.00;5.00;0.00
13673;2.00;5.00;5.00;5.00;10.00
13678;5.00;5.00;5.00;5.00;0.00
13719;0.00;0.00;0.00;0.00;0.00
13724;5.00;5.00;5.00;5.00;0.00
13732;0.00;0.00;0.00;0.00;0.00
13742;0.00;0.00;0.00;0.00;0.00
13743;0.00;0.00;0.00;0.00;0.00
13750;2.00;5.00;6.00;8.00;7.00
13762;5.00;15.00;18.00;20.00;15.00
13763;0.00;0.00;0.00;0.00;0.00
13799;2.00;5.00;6.00;8.00;10.00
13800;0.00;0.00;0.00;0.00;0.00
13809;0.00;0.00;0.00;0.00;0.00
13847;0.00;5.00;5.00;5.00;0.00
13848;0.00;0.00;0.00;0.00;0.00
13856;0.00;0.00;2.00;2.00;2.00
13877;2.00;5.00;6.00;7.00;10.00
13892;0.00;0.00;0.00;0.00;10.00
13903;5.00;5.00;5.00;5.00;0.00
13914;0.00;0.00;0.00;0.00;17.00
13924;0.00;0.00;0.00;0.00;0.00
13947;0.00;0.00;0.00;0.00;0.00
13958;5.00;10.00;15.00;18.00;15.00
13959;2.00;5.00;5.00;5.00;10.00
13961;0.00;0.00;0.00;0.00;0.00
13983;0.00;0.00;0.00;0.00;0.00
13992;0.00;0.00;0.00;0.00;0.00
14005;0.00;0.00;0.00;2.00;0.00
14045;2.00;5.00;6.00;8.00;0.00
14047;5.00;8.00;10.00;12.00;15.00
14092;0.00;0.00;0.00;0.00;0.00
14108;0.00;0.00;0.00;0.00;0.00
14116;0.00;0.00;0.00;0.00;0.00
14118;0.00;0.00;0.00;0.00;0.00
14120;2.00;8.00;8.00;12.00;13.00
14159;0.00;0.00;0.00;0.00;0.00
14180;0.00;0.00;0.00;0.00;0.00
14197;0.00;0.00;0.00;0.00;0.00
14207;0.00;0.00;0.00;0.00;0.00
14215;0.00;0.00;0.00;0.00;0.00
14222;2.00;5.00;6.00;8.00;0.00
14240;0.00;0.00;0.00;0.00;0.00
14251;2.00;5.00;6.00;8.00;0.00
14280;0.00;0.00;0.00;0.00;0.00
14281;0.00;0.00;0.00;0.00;0.00
14282;0.00;0.00;0.00;0.00;0.00
14283;4.00;6.00;8.00;10.00;0.00
14284;0.00;0.00;0.00;0.00;15.00
14286;0.00;0.00;0.00;0.00;0.00
14287;0.00;0.00;0.00;0.00;0.00
14290;2.00;5.00;6.00;8.00;0.00
14307;2.00;5.00;6.00;8.00;0.00
14310;0.00;0.00;0.00;0.00;0.00
14313;2.00;5.00;6.00;8.00;0.00
14318;2.00;5.00;5.00;5.00;0.00
14324;0.00;0.00;0.00;0.00;0.00
14330;0.00;2.00;2.00;2.00;6.00
14331;2.00;2.00;2.00;2.00;0.00
14332;2.00;4.00;5.00;5.00;7.00
14333;2.00;5.00;5.00;6.00;9.00
14334;0.00;2.00;4.00;4.00;7.00
14335;0.00;2.00;2.00;3.00;3.00
14336;2.00;5.00;5.00;5.00;7.00
14337;0.00;2.00;2.00;2.00;4.00
14338;0.00;0.00;0.00;0.00;0.00
14339;0.00;2.00;2.00;2.00;3.00
14340;0.00;0.00;0.00;0.00;0.00
14341;0.00;2.00;2.00;5.00;8.00
14342;0.00;2.00;2.00;4.00;7.00
14344;0.00;0.00;0.00;0.00;9.00
14345;3.00;3.00;3.00;3.00;3.00
14346;2.00;5.00;5.00;6.00;11.00
14348;0.00;0.00;0.00;0.00;11.00
14349;2.00;2.00;2.00;2.00;11.00
14354;2.00;6.00;8.00;10.00;15.00
14369;0.00;0.00;0.00;0.00;0.00
14396;2.00;5.00;6.00;8.00;10.00
14401;2.00;2.00;2.00;2.00;0.00
14411;0.00;0.00;0.00;0.00;0.00
14414;2.00;5.00;6.00;8.00;13.00
14434;2.00;5.00;6.00;8.00;2.00
14435;2.00;5.00;6.00;8.00;0.00
14436;2.00;8.00;10.00;12.00;2.00
14441;2.00;5.00;6.00;8.00;10.00
14444;0.00;0.00;0.00;0.00;0.00
14446;5.00;15.00;15.00;16.00;0.00
14454;0.00;0.00;0.00;0.00;0.00
14455;0.00;0.00;0.00;0.00;0.00
14461;0.00;0.00;0.00;0.00;0.00
14505;0.00;0.00;0.00;0.00;0.00
14532;0.00;2.00;4.00;6.00;0.00
14575;2.00;5.00;6.00;8.00;0.00
14605;0.00;0.00;0.00;0.00;0.00
14607;2.00;5.00;6.00;8.00;0.00
14608;2.00;5.00;6.00;7.00;0.00
14609;5.00;8.00;10.00;12.00;15.00
14610;2.00;5.00;6.00;8.00;10.00
14611;2.00;2.00;2.00;5.00;20.00
14614;0.00;0.00;0.00;0.00;0.00
14626;0.00;0.00;0.00;0.00;0.00
14631;2.00;5.00;5.00;5.00;0.00
14632;2.00;5.00;5.00;6.00;0.00
14639;0.00;2.00;3.00;4.00;2.50
14643;2.00;5.00;6.00;8.00;15.00
14644;0.00;2.00;2.00;4.00;2.00
14646;0.00;0.00;0.00;0.00;8.00
14647;0.00;0.00;0.00;0.00;8.00
14648;0.00;0.00;0.00;0.00;8.00
14651;2.00;8.00;10.00;12.00;10.00
13972;2.00;5.00;6.00;8.00;0.00
14656;2.00;5.00;6.00;7.00;0.00
14654;0.00;0.00;0.00;0.00;0.00
14670;0.00;0.00;0.00;0.00;0.00
14630;0.00;0.00;0.00;0.00;0.00
14685;0.00;0.00;0.00;0.00;0.00
14064;2.00;5.00;6.00;8.00;0.00
11864;0.00;2.00;2.00;2.00;0.00
14688;2.00;5.00;5.00;5.00;25.00
14713;0.00;0.00;0.00;0.00;3.00
14710;0.00;2.00;4.00;6.00;0.00
14722;0.00;2.00;4.00;4.00;10.00
14745;2.00;5.00;6.00;8.00;10.00
735;2.00;2.00;2.00;2.00;0.00
14634;2.00;2.00;4.00;4.00;0.00
14751;0.00;0.00;0.00;0.00;0.00
14752;0.00;0.00;0.00;0.00;0.00
12420;0.00;0.00;0.00;0.00;0.00
14768;0.00;0.00;0.00;0.00;0.00
14769;2.00;5.00;6.00;8.00;0.00
14772;2.00;8.00;9.00;10.00;0.00
12837;0.00;0.00;0.00;0.00;0.00
14796;2.00;5.00;6.00;8.00;5.00
133;0.00;0.00;0.00;0.00;0.00
12415;2.00;5.00;6.00;8.00;0.00
13792;2.00;5.00;6.00;8.00;10.00
14816;2.00;5.00;5.00;6.00;7.00
14820;2.00;7.00;8.00;10.00;15.00
14256;0.00;0.00;0.00;0.00;0.00
211;0.00;0.00;0.00;0.00;0.00
13748;0.00;0.00;0.00;0.00;0.00
14343;2.00;5.00;6.00;8.00;8.00
14758;2.00;4.00;5.00;7.00;7.00
14838;2.00;5.00;6.00;6.00;0.00
14841;2.00;5.00;6.00;7.00;5.00
14843;0.00;2.00;2.00;4.00;7.50
14845;2.00;5.00;5.00;8.00;8.00
14846;2.00;5.00;6.00;6.00;8.00
14847;2.00;5.00;6.00;6.00;8.00
14848;2.00;5.00;6.00;6.00;8.00
14850;0.00;2.00;2.00;2.00;4.00
14851;0.00;2.00;2.00;2.00;4.00
14852;0.00;2.00;2.00;2.00;4.00
14855;0.00;5.00;6.00;7.00;0.00
14858;2.00;5.00;5.00;5.00;7.00
14859;0.00;2.00;2.00;2.00;4.00
14862;0.00;3.00;3.00;5.00;10.00
14863;2.00;5.00;6.00;8.00;0.00
14864;2.00;5.00;5.00;6.00;0.00
14865;2.00;5.00;5.00;6.00;10.00
14866;2.00;5.00;6.00;6.00;8.00
14867;0.00;3.00;3.00;5.00;0.00
14868;0.00;2.00;3.00;4.00;4.00
14869;0.00;0.00;0.00;0.00;0.00
14870;2.00;4.00;4.00;5.00;5.00
14871;2.00;5.00;5.00;5.00;7.00
14872;2.00;5.00;6.00;7.00;10.00
14874;0.00;0.00;0.00;0.00;1.00
14842;0.00;0.00;0.00;0.00;8.00
14875;0.00;0.00;0.00;0.00;2.00
14876;2.00;5.00;5.00;5.00;7.00
14877;0.00;0.00;0.00;0.00;0.00
14879;0.00;2.00;2.00;2.00;4.00
14880;2.00;5.00;6.00;6.00;8.00
14300;0.00;0.00;0.00;0.00;0.00
14839;2.00;5.00;6.00;6.00;0.00
14854;0.00;2.00;4.00;6.00;5.00
14883;0.00;0.00;0.00;0.00;0.00
14884;2.00;4.00;4.00;6.00;0.00
14887;2.00;8.00;9.00;10.00;0.00
14889;2.00;8.00;9.00;10.00;0.00
14890;2.00;8.00;9.00;10.00;0.00
642;0.00;0.00;0.00;0.00;0.00
14834;0.00;0.00;0.00;0.00;0.00
14906;0.00;0.00;0.00;0.00;0.00
14909;0.00;0.00;0.00;0.00;0.00
14402;0.00;2.00;4.00;6.00;0.00
14941;0.00;2.00;2.00;2.00;2.00
14942;0.00;0.00;0.00;0.00;2.00
14943;0.00;0.00;0.00;0.00;0.00
14950;0.00;0.00;0.00;0.00;0.00
14952;0.00;0.00;0.00;0.00;0.00
14849;0.00;0.00;0.00;0.00;0.00
14969;0.00;0.00;0.00;0.00;0.00
14982;0.00;0.00;0.00;0.00;0.00
14984;2.00;6.00;8.00;10.00;0.00
14317;2.00;5.00;6.00;8.00;10.00
15000;2.00;4.00;4.00;6.00;6.00
15001;0.00;3.00;3.00;5.00;0.00
14844;2.00;2.00;2.00;2.00;0.00
15008;0.00;0.00;0.00;0.00;0.00
347;0.00;0.00;0.00;0.00;0.00
640;2.00;2.00;2.00;2.00;4.00
10056;0.00;0.00;0.00;0.00;0.00
12829;2.00;5.00;6.00;7.00;0.00
14775;5.00;5.00;5.00;5.00;0.00
648;0.00;0.00;0.00;0.00;0.00
15025;2.00;4.00;4.00;6.00;0.00
15066;2.00;10.00;10.00;12.00;0.00
13618;0.00;0.00;0.00;0.00;0.00
15081;0.00;0.00;0.00;2.00;0.00
15082;0.00;0.00;0.00;0.00;0.00
15083;0.00;0.00;0.00;0.00;0.00
14329;0.00;0.00;0.00;0.00;0.00
15092;2.00;5.00;5.00;5.00;7.00
636;0.00;0.00;0.00;0.00;0.00
15010;2.00;2.00;4.00;6.00;0.00
15111;2.00;4.00;6.00;6.00;0.00
15110;2.00;2.00;5.00;5.00;0.00
13876;0.00;0.00;0.00;0.00;8.00
10003;0.00;0.00;0.00;0.00;0.00
14277;0.00;0.00;0.00;0.00;0.00
15128;2.00;4.00;4.00;6.00;0.00
15138;2.00;4.00;4.00;6.00;0.00
15153;0.00;0.00;0.00;0.00;0.00
15164;2.00;5.00;6.00;7.00;0.00
15167;2.00;5.00;6.00;6.00;2.00
15145;0.00;2.00;4.00;5.00;5.00
15116;0.00;0.00;0.00;2.00;0.00
14929;0.00;0.00;0.00;0.00;0.00
15180;5.00;6.00;8.00;10.00;0.00
13105;2.00;3.00;4.00;5.00;0.00
13938;3.00;5.00;6.00;7.00;0.00
14817;0.00;0.00;0.00;0.00;0.00
15214;0.00;0.00;0.00;0.00;0.00
15217;0.00;0.00;0.00;2.00;3.00
15236;0.00;2.00;3.00;4.00;5.00
14899;0.00;0.00;0.00;0.00;0.00
15239;0.00;0.00;0.00;0.00;0.00
15248;0.00;0.00;0.00;0.00;0.00
15257;2.00;4.00;6.00;7.00;0.00
15282;5.00;6.00;8.00;10.00;0.00
15293;6.00;8.00;10.00;12.00;0.00
15322;2.00;4.00;6.00;8.00;15.00
15323;0.00;0.00;0.00;0.00;0.00
15335;0.00;2.00;3.00;4.00;0.00
15272;0.00;0.00;0.00;0.00;0.00
14837;0.00;0.00;0.00;0.00;0.00
15269;0.00;0.00;0.00;0.00;0.00
15350;2.00;7.00;8.00;10.00;0.00
15374;5.00;10.00;10.00;15.00;20.00
15368;0.00;0.00;0.00;0.00;0.00
15364;0.00;0.00;0.00;0.00;0.00
15379;2.00;5.00;8.00;10.00;11.00
14107;0.00;0.00;0.00;0.00;0.00
15383;0.00;0.00;0.00;0.00;0.00
15097;0.00;0.00;0.00;0.00;0.00
15283;2.00;3.00;4.00;5.00;5.00
15206;0.00;0.00;0.00;0.00;0.00
15402;2.00;5.00;6.00;6.00;9.00
226;0.00;0.00;0.00;0.00;0.00
15433;2.00;5.00;6.00;8.00;8.00
12565;2.00;4.00;6.00;8.00;0.00
15041;0.00;0.00;0.00;0.00;0.00
15229;0.00;0.00;0.00;0.00;0.00
15195;0.00;0.00;0.00;0.00;0.00
15430;2.00;4.00;6.00;7.00;0.00
15450;0.00;2.00;4.00;6.00;0.00
26;0.00;0.00;0.00;0.00;0.00
69;0.00;0.00;0.00;0.00;0.00
10073;0.00;0.00;0.00;0.00;0.00
11591;3.00;5.00;6.00;8.00;10.00
14534;0.00;0.00;0.00;0.00;0.00
14947;0.00;0.00;0.00;0.00;0.00
15387;0.00;0.00;0.00;0.00;0.00
15465;8.00;10.00;12.00;14.00;14.00
15468;0.00;0.00;0.00;0.00;0.00
15474;2.00;3.00;4.00;5.00;5.00
15481;0.00;0.00;0.00;0.00;0.00
15504;2.00;4.00;6.00;8.00;0.00
15448;0.00;0.00;0.00;0.00;0.00
15499;2.00;4.00;6.00;8.00;15.00
14725;0.00;0.00;0.00;0.00;0.00
15311;0.00;0.00;0.00;0.00;0.00
88;0.00;0.00;0.00;0.00;0.00
15297;0.00;0.00;0.00;0.00;0.00
15452;0.00;0.00;0.00;0.00;0.00
15514;0.00;2.00;3.00;5.00;0.00
15518;5.00;6.00;7.00;8.00;15.00
18;0.00;0.00;0.00;0.00;0.00
15526;5.00;8.00;10.00;12.00;0.00
15542;2.00;2.00;4.00;6.00;0.00
10463;0.00;0.00;0.00;0.00;0.00
14165;0.00;2.00;3.00;5.00;0.00
15529;0.00;0.00;0.00;0.00;0.00
15576;5.00;10.00;15.00;20.00;0.00
15578;10.00;14.00;16.00;18.00;20.00
15586;0.00;0.00;0.00;0.00;0.00
15620;4.00;5.00;6.00;8.00;8.50
15621;0.00;0.00;0.00;0.00;0.00
15622;0.00;0.00;0.00;8.00;0.00
15632;4.00;5.00;7.00;9.00;0.00
15635;0.00;0.00;0.00;0.00;0.00
15639;0.00;0.00;0.00;0.00;0.00
13911;0.00;0.00;0.00;0.00;0.00
15636;0.00;0.00;0.00;0.00;0.00
15707;5.00;10.00;15.00;20.00;20.00
